Region,Cases,Cases/100k pop.,Deaths,Intensive care
Blekinge,14321,8992.71508789063,131,65
Dalarna,29753,10338.689453125,359,194
Gotland,4782,7981.04931640625,54,35
Gävleborg,39367,13695.0239257813,566,252
Halland,45273,13477.6652832031,331,180
Jämtland Härjedalen,13578,10361.9125976563,129,71
Jönköping,46969,12886.7685546875,567,351
Kalmar,27246,11081.5561523438,255,105
Kronoberg,24210,11987.5834960938,328,126
Norrbotten,28941,11588.2341308594,295,224
Skåne,174590,12608.7944335938,1815,682
Stockholm,293486,12301.1850585938,4536,2275
Sörmland,28827,9647.88012695313,486,397
Uppsala,45045,11655.310546875,552,426
Värmland,22902,8099.56811523438,228,139
Västerbotten,27380,10039.0288085938,202,157
Västernorrland,28792,11759.3017578125,488,184
Västmanland,33999,12291.8374023438,375,130
Västra Götaland,210618,12164.7060546875,2470,1451
Örebro,36750,12036.1079101563,356,230
Östergötland,46063,9871.30517578125,661,369
